saleshistorykey,realestatepropertycode,salestypedsc,saledate,saleamt,propertystreetnbrnametext,propertyclasstypedsc,coolingtypedsc,dwellingtypedsc,heatingtypedsc,dwellingyearbuiltdate,storiesquantitydsc,fireplacecnt,bedroomcnt,bathroomcnt
750803597,3071080,t Applicable,2002-10-16,700000,4006 N ABERDEEN ST,-Single Family Detached,Central air,51 - Sub-Nbhd,Central Warm Air,1980,2.0,4,3,4
751267925,18060008,t Applicable,1986-12-31,136000,258 N BARTON ST,-Single Family Detached,None,35 - 3 and 3+ sty,Hot water,1930,3.0,1,3,6
750698457,1002010,t Applicable,1980-10-01,107000,6531 WILLIAMSBURG BLVD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2014,2.0,1,5,6
750757521,2072005,Land Sale,2018-03-12,775000,5210 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2018,2.0,1,5,5
751709701,14041181,t Applicable,2012-11-07,689000,3830 9th ST N PH1W,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2002,1.0,0,2,3
751636269,35006312,t Applicable,1989-06-23,67500,1300 ARMY NAVY DR 0118,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,0,1
750771037,3009001,t Applicable,2018-08-30,1000000,4001 N WOODSTOCK ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1955,1.0,2,4,3
750798761,3064039,t Applicable,1986-08-04,185000,2561 N UPLAND ST,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1952,1.5,1,5,4
750704541,1015017,t Applicable,2017-05-01,1785000,2822 N TUCKAHOE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2016,1.0,1,5,5
750837085,5019015,t Applicable,2021-05-11,1360000,4290 VACATION LN,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.00,1,4,4
750868821,6027013,t Applicable,1990-03-23,168000,3713 20th ST N,-Side by side,Central air,91 - Side X Side,Forced hot air,1880,2.0,1,2,2
751810121,34027111,Not Previously Assessed,2006-12-15,326316,3600 S GLEBE RD 237W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,1,1
751418985,25027030,"Foreclosure, Auction, Bankru",2010-03-22,249000,916 S OAK ST,-Single Family Detached,Central air,11 - 1 Story,Hot water,1938,1.0,0,2,1
750709805,1027001,t Applicable,1999-03-15,245000,6108 28th ST N,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1948,1.25,1,3,3
751642125,35007039,"Foreclosure, Auction, Bankru",1996-05-31,58574,1200 S ARLINGTON RIDGE RD 406,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,2,1
750816597,4013008,t Applicable,1987-07-07,335000,2710 BEECHWOOD PL,-Single Family Detached,Central air,31 - 2 Story,Hot water,1935,2.00,2,3,3
750776769,3025013,t Applicable,2010-12-10,620000,4919 33rd RD N,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1949,1.0,1,3,1
751592465,32001684,t Applicable,2012-12-12,250000,2805 16th RD S #A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,2.00,0,2,1
750959057,11005029,t Applicable,2011-01-12,665000,6433 WASHINGTON BLVD,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1948,2.25,2,3,3
750808513,4006005,New Construction,2017-08-16,2297283,3162 N POLLARD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2017,2.0,2,6,8
750802277,3070022,t Applicable,1995-03-20,495000,3910 N GLEBE RD,-Townhouse (fee simple own),Central air,71 - Townhouse End Unit,Forced hot air,1985,2.0,2,3,4
751668533,37009005,t Applicable,1988-04-01,215000,1100 20th ST S,-Single Family Detached,Central air,22 - 1 3/4 Story,Forced hot air,1930,1.75,1,4,3
751668533,37009005,t Applicable,1988-04-01,215000,1100 20th ST S,-Single Family Detached,Central air,102- Accessory Dwelling Unit,Forced hot air-gas,1930,0,0,4,3
751418817,25027021,t Applicable,2017-05-08,400000,812 S OAK ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Hot water,1938,2.00,1,2,2
751440405,28002202,t Applicable,1980-02-20,81040,2532 S WALTER REED DR 00003,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1979,2.00,1,2,2
750803885,3072002,t Applicable,1990-06-29,198500,3923 N GLEBE RD,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1953,1.00,1,0,1
751481713,29003375,t Applicable,1981-08-24,69625,4645 A 28th RD S A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1950,1.00,0,2,1
750888677,7013003,t Applicable,2006-07-12,835000,4411 20th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1939,2.0,1,3,3
751571797,31017032,t Applicable,1993-01-05,87000,2210 S POLLARD ST,-Side by side,Central air,91 - Side X Side,Forced hot air,1945,2.00,0,2,2
750856113,6001078,t Applicable,2016-10-03,232000,2135 N TAYLOR ST A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1985,1.00,1,1,1
750816809,4013022,t Applicable,2013-05-22,895000,2610 N MARCEY RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1968,2.0,2,5,4
750793793,3053030,t Applicable,2024-10-30,2230000,3200 N VERMONT ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1960,2.0,4,4,5
751249193,18003463,t Applicable,2004-08-02,647000,2310 14th ST N 407,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1996,1.0,1,3,3
751642821,35007074,t Applicable,2016-10-28,277000,1200 S ARLINGTON RIDGE RD 607,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1958,1.00,0,2,1
750707169,1020051,t Applicable,2022-02-03,1520005,6058 LITTLE FALLS RD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1978,2.00,2,5,4
750870605,6031028,New Construction,2015-06-15,1622711,1805 N MONROE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2015,2.0,1,5,5
750812937,4011144,t Applicable,1996-07-30,458500,2712 N RANDOLPH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1966,2.00,2,4,0
751593833,32002311,t Applicable,2018-02-16,422500,1200 S BARTON ST 311,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,2,1
751418821,25027021,t Applicable,2018-07-27,460000,812 S OAK ST,-Townhouse (fee simple own),Central air,81 - Townhouse Center Unit,Hot water,1938,2.00,1,2,2
751875881,31015062,Resub/Declaration,2009-10-08,250000,1912 S NELSON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2010,2.0,1,4,4
751727801,14025090,t Applicable,2006-12-27,365000,1000 N RANDOLPH ST 402,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,1,1
751555337,30021599,t Applicable,2019-09-19,590000,4632 34th ST S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750885485,7009032,t Applicable,1983-06-20,98500,1926 N WOODSTOCK ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1950,1.00,1,3,2
751649929,36002009,t Applicable,2006-04-28,740000,906 17th ST S,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1942,1.50,1,4,3
750865189,6018005,t Applicable,2016-08-08,860000,4045 21st ST N,-Single Family Detached,Central air,31 - 2 Story,Heat pump,1920,2.0,0,4,4
750935673,9073022,t Applicable,1997-06-09,194000,5509 FAIRFAX DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1948,2.0,1,3,3
751328077,21025011,t Applicable,1982-06-28,89000,5521 4th ST S,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1949,1.25,1,3,2
751587005,32001252,t Applicable,2013-10-04,299000,1415 S BARTON ST 252,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1939,2.00,0,1,1
751635461,35006262,Condo Parking Space,2000-07-12,5000,1301 S ARLINGTON RIDGE RD 506,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
750743233,2035051,Land Sale,1997-03-31,165000,2732 N HARRISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1998,2.00,2,3,0
750766245,2088033,t Applicable,1995-03-30,619500,4833 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1994,2.0,2,4,4
751635065,35006240,t Applicable,1992-02-25,84000,1301 S ARLINGTON RIDGE RD 306,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1965,1.00,0,1,1
750881129,7006255,t Applicable,2011-04-27,720000,4630 20th ST N,-Townhouse (condo own),Central air,31 - 2 Story,Forced hot air,1978,2.00,2,4,4
751728257,18058026,"Foreclosure, Auction, Bankru",2024-01-02,1255000,2300 N PERSHING DR A,-Commercial Condo,Central air,152 -  Condominium Unit,Central Warm Air,2004,1.0,0,4,1
750816917,4014004,t Applicable,1982-04-07,147500,4030 24th RD N,-Single Family Detached,Central air,32 - 2-Story with Attic,Forced hot air,1946,2.0,2,3,4
750954177,10040026,t Applicable,2017-04-05,1155000,1916 N KENILWORTH ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1961,2.00,2,4,4
750755665,2067003,t Applicable,1985-11-27,110000,5130 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1945,2.00,1,2,2
750759937,2074008,t Applicable,1991-04-29,217500,2518 N JEFFERSON ST,-Single Family Detached,Central air,22 - 1 3/4 Story,Hot water,1929,1.75,2,4,3
750935857,9073033,t Applicable,1990-07-24,260000,5415 FAIRFAX DR,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1952,1.50,1,4,2
751892217,11031019,"Multiple RPCs, Not A Coded S",2015-09-25,1140000,6229 WASHINGTON BLVD,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2016,2.0,1,5,5
751490341,29003869,t Applicable,2019-07-30,405000,2606 D S ARLINGTON MILL DR 00004,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,2,1
750918517,9014001,Land Sale,2016-10-07,790000,5407 18th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2017,2.0,0,5,6
750820861,4026017,t Applicable,1987-10-02,615000,2818 27th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1962,2.0,2,4,5
751065457,14024095,Partial Interest,2015-10-15,264750,1029 N STUART ST 207,-Condo Mid-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1985,1.00,0,2,2
751484273,29003508,t Applicable,2000-05-25,98700,2840 A S WAKEFIELD ST A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1950,1.00,0,2,1
750771945,3011022,Land Sale,2021-05-18,1075000,4509 39th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2023,2.0,2,6,7
751555085,30021585,t Applicable,2017-11-28,309900,4656 34th ST S B2,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,1
751668453,37008015,t Applicable,1990-11-30,275000,1111 20th ST S,-Single Family Detached,Central air,21 - 1 1/2 Story,Hot water,1934,1.50,1,2,0
750982661,11048021,t Applicable,2010-12-10,764000,6153 12th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1947,2.00,1,4,4
751633181,35006137,t Applicable,1987-07-01,185000,1101 S ARLINGTON RIDGE RD 0809,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,1.00,0,2,3
750829345,5001026,t Applicable,2007-07-16,780000,4119 27th RD N,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1968,1.0,2,4,3
751428061,26022007,t Applicable,1988-06-16,115000,2005 S QUINCY ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1950,2.00,0,3,2
751777553,18014048,t Applicable,2013-09-05,702000,1205 N GARFIELD ST 403,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2005,1.0,0,2,3
750708453,1024012,Multiple RPCs Land Sale,2002-08-15,1525000,2808 JOHN MARSHALL DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2004,2.0,1,5,5
751488609,29003782,t Applicable,2015-10-05,380000,2580 F S ARLINGTON MILL DR 00006,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,2,1
750829353,5001027,t Applicable,1997-01-16,300000,4118 27th RD N,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1965,0,2,4,3
750712157,1035011,t Applicable,1998-12-18,250000,6523 27th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1951,2.00,1,3,3
750886985,7011081,t Applicable,1989-07-14,79500,2059 N WOODSTOCK ST 305,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1959,1.00,0,2,1
750727185,1076004,t Applicable,2006-02-28,792000,5854 26th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1981,2.0,2,3,4
751361393,23008010,t Applicable,2002-02-26,192500,3714 1st RD S,-Side by side,Central air,91 - Side X Side,Forced hot air,1940,2.00,0,2,1
751532041,30004273,t Applicable,2004-06-10,433300,4237 32nd RD S,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750701777,1008013,t Applicable,2018-12-28,725000,6900 30th ST N,-Single Family Detached,Central air,"64 - Split-level, 4 levels",Forced hot air,1963,0,2,3,3
750853713,5060001,t Applicable,2005-05-10,740000,2907 23rd ST N,-Single Family Detached,Central air,21 - 1 1/2 Story,Hot water,1914,1.5,2,3,2
751339401,22001442,t Applicable,2005-04-26,220000,810 S ARLINGTON MILL DR 8-304,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,1,1
751330537,21028137,t Applicable,1981-07-14,170854,611 S CARLIN SPRINGS RD 505,-Commercial Condo,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1981,1.00,0,0,0
750863201,6014036,t Applicable,1987-04-28,185000,1524 N RANDOLPH ST,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1972,2.25,1,9,5
750743953,2035099,DREA Not a market Sale,2020-11-30,982500,5724 27th RD N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1964,2.0,2,5,4
750860509,6009042,t Applicable,1998-09-30,432000,1712 N STAFFORD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1998,2.0,1,4,3
751813017,34027232,Not Previously Assessed,2006-12-08,448269,3600 S GLEBE RD 610W,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2006,1.0,0,2,2
751547457,30017438,t Applicable,1983-06-29,80000,3345 S STAFFORD ST A2,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,1.00,0,1,2
750786729,3043010,"Multiple RPCs, Not A Coded S",2004-03-11,1635000,3406 N ALBEMARLE ST,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Forced hot air,1950,2.0,3,5,5
750836189,5016013,t Applicable,1992-07-20,252000,4412 VACATION LN,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1950,1.50,1,0,0
750771113,3009005,t Applicable,1980-06-23,121000,4618 41st ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1955,2.0,2,6,5
750767701,3003079,t Applicable,2024-03-07,1450000,4009 N RIVER ST,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1967,,2,4,3
750720889,1062004,Land Sale,2018-04-02,600000,2508 N OHIO ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2019,2.0,1,5,5
750704829,1016007,Land Sale,2015-12-02,675000,2830 N TRINIDAD ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2016,2.0,1,5,5
750923637,9025015,t Applicable,1982-05-21,169000,5527 17th ST N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1953,1.50,2,1,0
750748249,2046007,t Applicable,1987-10-30,205000,2700 N DINWIDDIE ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1949,1.00,1,0,0
751489641,29003832,t Applicable,1990-06-25,109500,2592 G S ARLINGTON MILL DR 00007,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1983,1.00,0,1,1
750896133,7033026,t Applicable,1989-08-30,232000,4837 16th ST N,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1937,2.00,1,3,0
751723757,14051750,Not Previously Assessed,2003-11-12,283800,851 N GLEBE RD 321,-Condo High-rise,Central air,152 -  Condominium Unit,Central Warm Air,2003,1.0,1,1,1
750734721,2018071,Land Sale,2011-06-15,780000,3651 N HARRISON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air-gas,2012,2.0,2,6,6
751478417,29003197,t Applicable,1986-12-16,112000,2891 S ABINGDON ST B2,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1944,2.00,0,2,1
750799713,3064095,t Applicable,1986-02-25,218000,2722 N UPSHUR ST,-Single Family Detached,Central air,62 - Split Foyer,Forced hot air,1965,0,2,4,3
750800185,3066059,t Applicable,2001-03-02,600000,3835 N TAZEWELL ST,-Townhouse (fee simple own),Central air,101 - Other,Forced hot air,1980,1.0,2,3,4
751345305,22005026,t Applicable,1984-03-30,59000,5407 8th ST S,-Side by side,Central air,91 - Side X Side,Forced hot air,1950,2.00,0,2,1
750709909,1028003,t Applicable,2013-06-10,852500,6100 29th ST N,-Single Family Detached,Central air,21 - 1 1/2 Story,Forced hot air,1948,1.50,1,4,3
750794529,3057009,t Applicable,2019-11-08,1725000,3216 N ABINGDON ST,-Single Family Detached,Central air,41 - 2 & 2+ sty  Estate,Forced hot air,1940,2.5,4,7,6
751834681,34027482,Short Sale,2007-06-29,631317,3650 S GLEBE RD 652,-Condo High-rise,Central air,152 -  Condominium Unit,Forced hot air-gas,2007,1.0,0,2,2
750707197,1020053,t Applicable,2003-10-29,741000,2939 N SYCAMORE ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,2000,2.0,1,4,4
750776081,3023004,t Applicable,1990-12-03,211900,3363 N DINWIDDIE ST,-Single Family Detached,Central air,11 - 1 Story,Forced hot air,1949,1.00,1,3,2
750828213,4038165,t Applicable,1993-09-30,764000,3605 N LINCOLN ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1991,2.0,3,5,5
751537985,30013311,t Applicable,1999-10-28,135000,3472 S UTAH ST A1,-Not Valued Condo (H.O.A.),Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,1.00,0,1,2
751572905,31017146,t Applicable,2004-10-26,369000,2310 S QUINCY ST 00002,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1976,2.00,1,3,3
751429725,26024024,t Applicable,2005-10-24,529900,2012 S QUEBEC ST,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1946,1.25,1,3,2
750946405,10021007,t Applicable,2005-07-25,825000,5906 19th ST N,-Single Family Detached,Central air,31 - 2 Story,Hot water,1943,2.0,2,5,6
751527901,30003053,t Applicable,2017-07-10,474900,3356 S WAKEFIELD ST A,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1940,2.00,0,2,2
750794461,3057004,t Applicable,2016-03-31,1225000,3252 N ABINGDON ST,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1940,2.0,1,4,4
750851721,5056038,t Applicable,2002-07-10,275000,2117 N MONROE ST 00003,-Condo Stacked,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1981,2.00,1,2,3
750955537,11001093,t Applicable,2005-03-23,680000,6033 22nd ST N,-Single Family Detached,Central air,31 - 2 Story,Hot water,1923,2.00,1,3,3
750814581,4011290,t Applicable,1982-08-30,261000,3607 27th ST N,-Single Family Detached,Central air,12 - 1 Story with Attic,Hot water,1953,1.00,2,0,0
751587257,32001304,t Applicable,1986-08-19,143000,1016 S WAYNE ST T-09,-Condo High-rise,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1982,1.00,0,2,3
750992317,12016005,t Applicable,2021-07-27,799900,965 PATRICK HENRY DR,-Single Family Detached,Central air,31 - 2 Story,Forced hot air,1947,2.00,1,3,2
750958841,11005015,t Applicable,1980-08-26,129000,2222 N ROOSEVELT ST,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1951,1.0,1,4,4
751444425,28003050,t Applicable,1988-12-09,61000,5014 COLUMBIA PIKE 5,-Condo Garden,Forced Cool Air,152 -  Condominium Unit,Forced hot air,1947,1.00,0,2,1
750880853,7006232,t Applicable,1990-09-17,199000,4909 17th ST N,-Single Family Detached,Central air,12 - 1 Story with Attic,Forced hot air,1939,1.00,1,3,3
